PLAYER,TEAM,GP,W,L,MIN,PTS,TOUCHES,"FRONT CT
TOUCHES","TIME OF
POSS","AVG SEC PER
TOUCH","AVG DRIB PER
TOUCH","PTS PER
TOUCH","ELBOW
TOUCHES","POST
UPS","PAINT
TOUCHES","PTS PER
ELBOW TOUCH","PTS PER
POST TOUCH","PTS PER
PAINT TOUCH",Year
Jorge Gutierrez,CHA,12,9,3,5.3,1.8,10.9,2.8,1.2,6.65,6.71,0.168,0.1,0,0.3,0,0,0,16
Tibor Pleiss,UTA,12,7,5,6.8,2,11.9,8.6,0.3,1.69,0.37,0.168,1.7,0.3,1.7,0,0,0.7,16
Jonas Jerebko,BOS,77,46,31,15.1,4.4,26.3,15.1,0.7,1.5,0.46,0.165,0.6,0.3,2.1,0.478,0.3,0.604,16
Langston Galloway,NYK,82,32,50,24.8,7.6,46.2,26.5,2.4,3.17,2.75,0.165,0.9,0,0.7,0.458,0,0.579,16
Joe Ingles,UTA,81,40,41,15.3,4.2,25.6,19.2,1,2.3,1.16,0.165,0.3,0,0.2,0.231,0,0.118,16
Kyle Anderson,SAS,78,64,14,16,4.5,27.1,16.8,1.2,2.65,1.67,0.165,0.4,0.7,0.8,0.188,0.5,0.475,16
Damien Inglis,MIL,20,5,15,7.8,1.8,10.9,6.1,0.4,2.16,1.23,0.165,0.2,0.1,0.4,0,0,1,16
Xavier Munford,MEM,14,3,11,17.4,5.7,34.8,13.5,2.7,4.57,4.28,0.164,0.3,0,0.4,0.5,0,0,16
Larry Nance Jr.,LAL,63,14,49,20.1,5.5,33.8,15.1,0.9,1.6,0.39,0.164,2.2,0.4,3.7,0.419,0.333,0.688,16
Shelvin Mack,UTA,52,27,25,20.3,8.6,52.4,22.9,3.9,4.48,4.5,0.164,0.4,0,0.7,0.391,0,0.528,16
Lavoy Allen,IND,79,43,36,20.2,5.4,32.9,19.1,0.8,1.51,0.28,0.164,2.6,2.2,4.4,0.287,0.153,0.683,16
Elton Brand,PHI,17,2,15,13.2,4.1,25.5,15.6,0.6,1.51,0.51,0.162,3.8,0.9,2.1,0.4,0.125,0.667,16
Noah Vonleh,POR,78,41,37,15,3.6,22.4,10.1,0.5,1.44,0.5,0.162,1.1,0.6,1.9,0.318,0.318,0.725,16
Anthony Bennett,TOR,19,12,7,4.4,1.5,9.2,4.6,0.2,1.28,0.31,0.161,0.2,0.1,0.5,0.5,0,1.333,16
Michael Carter-Williams,MIL,54,21,33,30.5,11.5,71.8,23.8,6,5,4.37,0.161,1.2,0.9,2.4,0.492,0.191,0.705,16
Justise Winslow,MIA,78,46,32,28.6,6.4,40.3,22.2,1.5,2.2,1.2,0.16,0.9,0.7,2.6,0.403,0.453,0.801,16
Kostas Papanikolaou,DEN,26,8,18,11.3,2.6,16.1,10.8,0.6,2.38,1.43,0.16,0.2,0.1,0.5,0.2,0,0.846,16
Patrick Patterson,TOR,78,53,25,25.4,6.8,42.7,25.3,1,1.35,0.42,0.16,1,0.1,1.2,0.076,0,0.713,16
James Young,BOS,28,11,17,7,1,6.5,4.2,0.2,1.69,0.82,0.16,0.1,0,0.1,0,0,0,16
Deron Williams,DAL,65,31,34,32.4,14.1,89.1,35.9,6.6,4.42,4.03,0.158,1,1.4,0.8,0.185,0.391,0.451,16
Jarrett Jack,BKN,32,10,22,32.1,12.8,81.2,29.8,6.7,4.95,4.71,0.158,0.8,0,0.4,0,0,0.308,16
Lou Amundson,NYK,29,11,18,7,1.8,11.4,7,0.3,1.63,0.42,0.157,1.2,1.2,1.6,0.118,0.114,0.652,16
Johnny O'Bryant III,MIL,66,27,39,13,3,19.4,9.5,0.5,1.49,0.35,0.156,0.9,0.4,1.9,0.2,0.615,0.508,16
Rudy Gobert,UTA,61,33,28,31.7,9.1,58.4,36.5,1.6,1.6,0.37,0.156,8,0.7,9.5,0.181,0.262,0.694,16
Jordan Farmar,MEM,12,2,10,24.3,9.2,58.7,20.8,4.9,4.97,4.7,0.156,0.6,0,0.5,0,0,0.333,16
Ish Smith,PHI,77,16,61,29.1,12.6,82.1,31.5,6.2,4.56,4.72,0.154,0.4,0.1,0.6,0.429,0,0.644,16
Shaun Livingston,GSW,78,69,9,19.5,6.3,41,18.8,2.5,3.62,3.1,0.153,0.7,1.4,1.8,0.552,0.648,0.77,16
Elijah Millsap,UTA,20,9,11,8.6,1.8,11.8,8.7,0.5,2.56,1.7,0.153,0.3,0,0.6,0.4,0,0.5,16
Brandon Jennings,ORL,48,20,28,18.1,6.9,45.2,13.5,4.1,5.39,5.69,0.153,0.3,0,0.4,0.333,0,0.556,16
Russ Smith,MEM,15,6,9,4.4,1.5,10,2.1,1.1,6.54,6.99,0.153,0,0,0.1,0,0,0,16
Cleanthony Early,NYK,17,6,11,9,1.8,12,9.2,0.4,2.13,0.65,0.152,0.6,0,0.7,0.182,0,0.333,16
Sonny Weems,PHX,43,6,37,11.6,2.5,16.5,11.1,0.7,2.49,1.79,0.151,0.3,0,0.4,0.308,0,0.5,16
Drew Gooden,WAS,30,18,12,10.2,2.7,18.2,9.8,0.5,1.55,0.4,0.15,0.6,0.5,1.4,0.444,0.286,0.732,16
Anderson Varejao,GSW,53,41,12,9.4,2.6,17.3,9.9,0.5,1.67,0.55,0.15,2.2,0.6,1.9,0.276,0.194,0.525,16
Tayshaun Prince,MIN,77,27,50,19,2.9,19.2,13.1,0.6,2,0.84,0.149,0.5,0.5,0.9,0.216,0.457,0.667,16
Shabazz Napier,ORL,55,23,32,10.9,3.7,24.9,10.9,2,4.76,4.59,0.148,0.1,0,0.2,0,0,0.182,16
Spencer Dinwiddie,CHI,12,5,7,13.3,4.8,32.8,11.2,3.5,6.33,5.66,0.148,0,0,0.3,0,0,0,16
Lamar Patterson,ATL,35,23,12,11.3,2.4,16.4,10.9,0.6,2.26,1.53,0.147,0.3,0,0.6,0.556,0,0.545,16
Tim Frazier,NOP,51,25,26,14.5,5.1,35.1,12.6,3.1,5.32,5.17,0.146,0.3,0.1,0.8,0.462,0.667,0.561,16
Elfrid Payton,ORL,72,32,40,29.5,10.8,73.6,27.7,6,4.87,4.74,0.146,0.8,0,1.5,0.414,0,0.778,16
Andrew Bogut,GSW,70,62,8,20.7,5.4,36.6,20,1,1.71,0.46,0.146,1.8,2.5,5.2,0.103,0.09,0.827,16
Raul Neto,UTA,81,40,41,18.5,5.9,40.6,16.5,2.9,4.22,4.31,0.145,0.5,0,0.3,0.5,0,0.619,16
Jerian Grant,NYK,76,29,47,16.6,5.6,38.8,18.7,2.7,4.24,4.2,0.145,0.5,0.1,0.6,0.447,0,0.413,16
Cory Joseph,TOR,79,53,26,25.5,8.3,57.5,24.6,5.2,5.41,5.78,0.145,0.4,0.1,0.8,0.414,0,0.25,16
Udonis Haslem,MIA,37,25,12,7,1.6,11,6.5,0.3,1.88,0.37,0.145,1.4,0.4,1,0.226,0.188,0.5,16
Tyler Ennis,MIL,46,17,29,14.2,4.5,31.3,12.2,2.6,5.05,4.73,0.143,0.2,0.1,0.4,0,0,0.444,16
Omer Asik,NOP,68,29,39,17.3,4,27.9,12.1,0.6,1.29,0.26,0.142,1.3,0.3,4.3,0.376,0.222,0.749,16
Matthew Dellavedova,CLE,76,54,22,24.6,7.5,53.3,23.9,4,4.46,4.23,0.141,0.2,0.1,0.5,0.133,0.5,0.432,16
Nemanja Bjelica,MIN,60,20,40,17.9,5.1,37.3,16.7,1.1,1.81,0.67,0.138,1.1,0.5,1.6,0.288,0.194,0.926,16
Trevor Booker,UTA,79,39,40,20.7,5.9,42.9,25.5,1.1,1.59,0.41,0.137,3.5,0.8,4.4,0.331,0.177,0.587,16
Nick Collison,OKC,59,39,20,11.9,2.1,15.4,10.3,0.4,1.49,0.5,0.136,1.7,0.2,2.2,0.194,0,0.488,16
Adreian Payne,MIN,52,18,34,9.3,2.5,18.7,8.8,0.6,1.91,0.58,0.136,1.4,0.8,1.4,0.183,0.386,0.587,16
Andre Miller,SAS,39,20,19,11.8,3.7,27.5,10.3,2.4,5.3,4.93,0.134,0.3,0.5,0.9,0.4,0.474,0.829,16
Shane Larkin,BKN,78,20,58,22.4,7.3,55.2,20,4.7,5.16,5.47,0.131,0.5,0,0.5,0.85,0,0.359,16
Ty Lawson,IND,66,31,35,21.4,5.7,43.2,16.3,3.4,4.74,4.31,0.131,0.2,0,0.3,0.143,0,0.435,16
Donald Sloan,BKN,61,13,48,21.6,7,53.3,18.5,4.5,5.07,5.02,0.13,0.7,0.1,0.7,0.442,0,0.659,16
Ricky Rubio,MIN,76,28,48,30.6,10.1,77.3,22.2,7.2,5.59,5.63,0.13,0.4,0.1,0.4,0.31,0,0.552,16
Ray McCallum,SAS,41,30,11,11.6,3.3,26,10.8,2,4.66,4.65,0.129,0.5,0,0.5,0.526,0,0.632,16
Rajon Rondo,SAC,71,29,42,35.4,12,94.3,32.1,8.1,5.14,4.66,0.128,1.1,0.1,1.9,0.342,0,0.47,16
Jameer Nelson,DEN,39,12,27,26.6,7.7,61,23.1,5.3,5.2,5.34,0.126,0.5,0,0.5,0.25,0,0.167,16
Ronnie Price,PHX,62,20,42,19.5,5.3,42.7,18.4,2.8,3.93,3.47,0.125,0.4,0.1,0.3,0.25,0.8,0.5,16
Marcelo Huertas,LAL,53,8,45,16.4,4.5,36.5,13.7,2.9,4.75,4.47,0.123,0.2,0,0.5,0.545,0,0.643,16
Josh McRoberts,MIA,42,27,15,14.2,3.6,29,17.6,1.2,2.4,1.23,0.123,2,0.5,1,0.233,0.1,0.558,16
Kirk Hinrich,ATL,46,26,20,13.7,3,24.5,10.6,1.7,4.26,4.13,0.122,0,0,0.1,1,0,0,16
Kendall Marshall,PHI,30,3,27,13.3,3.7,30.4,14.6,2,4.04,3.58,0.122,0.2,0.1,0.3,0,0,0.25,16
Tyus Jones,MIN,37,13,24,15.5,4.2,35.6,10.1,3.2,5.44,5.37,0.119,0.1,0,0.2,0.8,0,1,16
Greivis Vasquez,MIL,23,9,14,20,5.7,47.8,20.4,3.7,4.59,4.04,0.118,0.5,0,0.3,0.364,0,0.286,16
C.J. Watson,ORL,33,14,19,19.9,4.3,36.7,15.2,2.6,4.26,4.14,0.117,0.2,0,0.3,0.4,0,0.182,16
Beno Udrih,MEM,44,26,18,16.1,4.7,40.7,16.1,3.2,4.75,4.74,0.115,0.4,0,0.3,0,0,0.533,16
Jose Calderon,NYK,72,29,43,28.1,7.6,68.4,29.7,4.6,4.03,3.72,0.111,0.6,0,0.4,0.175,0,0.556,16
Phil Pressey,POR,23,3,20,12.3,3.3,30.5,9.7,2.5,4.98,5.37,0.11,0.1,0,0.3,0,0,0,16
Kendrick Perkins,NOP,37,13,24,14.6,2.5,22.6,10.9,0.6,1.72,0.43,0.109,1.6,0.7,2.4,0.373,0.423,0.644,16
T.J. McConnell,PHI,81,10,71,19.8,6.1,56.7,21,4.4,4.68,4.98,0.107,0.3,0.1,0.5,0.318,0.333,0.526,16
Kevin Garnett,MIN,38,14,24,14.6,3.2,30.1,13.4,0.7,1.43,0.22,0.107,1.9,0.9,1.4,0.137,0.588,0.585,16
Steve Blake,DET,58,34,24,17,4.4,42.6,12.9,4.1,5.78,5.95,0.103,0.1,0,0.2,0.5,2,0.182,16
Mike Miller,DEN,47,21,26,7.9,1.3,13.1,8,0.4,1.81,0.81,0.103,0.1,0,0.1,0,0,0,16
Terry Rozier,BOS,38,23,15,8.1,1.8,18.6,8.1,1.3,4.28,4.02,0.099,0.2,0,0.5,0,0,0.211,16
Joakim Noah,CHI,29,15,14,21.9,4.3,53,28.9,1.7,1.92,0.76,0.081,3,0.7,6.3,0.322,0.286,0.478,16
Pablo Prigioni,LAC,59,37,22,13.9,2.5,30.9,11.8,2.3,4.55,4.48,0.079,0.3,0,0.4,0.125,0,0.08,16
Shabazz Muhammad,MIN,37,6,31,23,13.6,25.7,20.9,0.9,1.99,1.15,0.528,1.4,4.2,4.5,0.68,0.697,1.066,15
Klay Thompson,GSW,77,64,13,31.9,21.7,45.8,35,2,2.65,1.95,0.473,1.3,1,1.4,0.673,0.52,0.924,15
Nick Young,LAL,42,12,30,23.8,13.4,28.4,20.1,1.7,3.55,2.9,0.473,0.4,0.4,0.5,0.438,0.529,0.909,15
Anthony Morrow,OKC,74,42,32,24.4,10.7,24,20,0.7,1.75,0.8,0.445,0.7,0.1,0.6,0.725,0.25,1.043,15
Brook Lopez,BKN,72,34,38,29.2,17.2,38.6,26.1,1.1,1.78,0.51,0.445,5.9,5,8,0.542,0.653,0.965,15
Andre Drummond,DET,82,32,50,30.5,13.8,31.5,21.3,0.9,1.63,0.55,0.437,2.4,4.9,12.6,0.3,0.545,0.868,15
Kevin Durant,OKC,27,18,9,33.8,25.4,59,39.7,3.1,3.12,2.05,0.431,2.2,2.8,1.8,0.576,0.64,1.354,15
Kevin Martin,MIN,38,11,27,33.7,20.2,47.1,36.9,1.8,2.35,1.21,0.428,2.2,1,1.4,0.583,0.615,0.654,15
Nikola Pekovic,MIN,30,9,21,26.2,12.5,29.5,21.4,0.9,1.93,0.57,0.424,2.7,10.5,9,0.549,0.497,0.87,15
JJ Redick,LAC,78,55,23,30.9,16.4,38.9,32.9,1.2,1.83,1.1,0.421,0.5,0,0.3,0.439,0,0.9,15
Al Jefferson,CHA,65,25,40,30.6,16.6,39.8,31.3,1.5,2.29,0.56,0.418,3.5,17.7,5.5,0.496,0.542,0.866,15
Anthony Davis,NOP,68,39,29,36.1,24.4,58.4,38.1,2,2.02,0.64,0.417,6.6,5.2,7.7,0.545,0.551,1.067,15
Gerald Green,PHX,74,34,40,19.5,11.9,28.6,20.3,1.4,2.87,1.86,0.417,0.7,0.6,0.8,0.64,0.721,0.965,15
Jodie Meeks,DET,60,29,31,24.4,11.1,26.9,22.6,0.8,1.85,1.41,0.41,0.9,0.1,0.5,0.857,1.333,0.839,15
Andrew Wiggins,MIN,81,16,65,36.3,16.9,43.7,34.6,1.8,2.44,1.39,0.388,3.1,5.9,4.1,0.711,0.584,0.887,15
Terrence Ross,TOR,82,49,33,25.5,9.8,25.7,18.7,0.9,2.16,1.45,0.383,0.3,0.1,0.7,0.783,1,0.967,15
Lou Williams,TOR,80,48,32,25.2,15.5,40.7,25.4,2.9,4.24,3.52,0.381,0.3,0.1,0.5,0.364,1,0.73,15
CJ Miles,IND,70,31,39,26.3,13.5,35.4,26.8,1.1,1.93,1.01,0.38,1.7,0.3,1.1,0.504,0.526,0.905,15
Jamal Crawford,LAC,64,44,20,26.6,15.8,41.5,26.2,2.5,3.61,3.16,0.38,1.1,0.2,0.3,0.423,0.364,0.955,15
Hassan Whiteside,MIA,47,17,30,24.1,12,31.9,15,0.8,1.59,0.31,0.376,1.8,3.4,8.8,0.647,0.7,1.053,15
Marcus Thornton,PHX,48,19,29,15,7.9,21.1,16.1,0.9,2.44,2.02,0.375,0.5,0,0.8,0.333,0,1.211,15
Bojan Bogdanovic,BKN,78,36,42,23.8,9,24.1,19,0.9,2.12,1.25,0.373,0.7,0.7,1.8,0.545,0.49,0.943,15
LaMarcus Aldridge,POR,71,48,23,35.4,23.4,63.6,42.7,2.3,2.13,0.82,0.368,4,12.5,4.6,0.403,0.559,1.015,15
Nikola Vucevic,ORL,74,21,53,34.2,19.3,52.5,36.8,1.5,1.75,0.57,0.368,5.8,10.3,9.8,0.545,0.451,0.88,15
PJ Hairston,CHA,45,19,26,15.3,5.6,15.4,11.7,0.4,1.64,0.7,0.367,0,0,0.4,2,0,0.421,15
Gigi Datome,BOS,21,11,10,10,5,13.7,10.5,0.4,1.88,1.14,0.366,0.4,0,0.5,1,0,1,15
Avery Bradley,BOS,77,37,40,31.5,13.9,38.7,29.4,1.4,2.15,1.83,0.36,1.5,0,1.5,0.693,0,0.966,15
Bismack Biyombo,CHA,64,26,38,19.4,4.8,13.2,8.5,0.3,1.49,0.36,0.359,1.3,0.4,4.8,0.365,0.296,0.718,15
Ben Gordon,ORL,56,17,39,14.1,6.2,17.4,13.4,1,3.29,2.74,0.358,0.3,0,0.2,0.857,0,0.3,15
Danilo Gallinari,DEN,59,23,36,24.2,12.4,34.8,22.6,1.5,2.56,1.36,0.358,1,1.1,1.1,0.596,0.677,0.887,15
Marreese Speights,GSW,76,62,14,15.9,10.4,29.1,19.7,0.7,1.48,0.38,0.358,2.5,0.9,3.6,0.569,0.701,1.022,15
James Harden,HOU,80,55,25,36.8,27.4,77,39.2,6.3,4.9,4.27,0.356,1.5,2.2,1.3,0.459,0.343,0.71,15
Paul Pierce,WAS,73,40,33,26.2,11.9,33.4,24.7,1.2,2.13,1.05,0.356,0.6,1.2,1.1,0.609,0.625,0.765,15
DeMar DeRozan,TOR,60,37,23,35,20.1,56.6,43.2,3.5,3.75,3.23,0.355,1.3,2,1,0.628,0.585,0.883,15
Arron Afflalo,POR,78,35,43,32.1,13.3,37.4,27.9,1.6,2.59,1.86,0.354,1,2.4,0.8,0.545,0.581,0.641,15
Jimmy Butler,CHI,65,40,25,38.7,20,57,42.5,2.7,2.81,1.74,0.351,2,3,4.6,0.578,0.465,0.848,15
Robin Lopez,POR,59,38,21,27.8,9.6,27.3,17.9,0.7,1.45,0.4,0.351,5.1,1.4,7.5,0.462,0.654,0.8,15
DeMarcus Cousins,SAC,59,23,36,34.1,24.1,68.8,46.6,2.8,2.46,1.12,0.35,4.2,12.4,7.8,0.407,0.56,0.898,15
Carmelo Anthony,NYK,39,10,29,35.9,24.1,69.3,53.8,3.4,2.94,1.56,0.348,6.7,8.5,4.1,0.483,0.636,0.781,15
Rudy Gay,SAC,68,25,43,35.4,21.1,61,42.6,3.1,3.1,2.02,0.345,2.1,4.4,2.5,0.507,0.585,0.93,15
Jeremy Lamb,OKC,47,27,20,13.5,6.3,18.3,13.2,1,3.33,2.36,0.344,0.2,0,0.3,0.667,1,1.231,15
T.J. Warren,PHX,40,17,23,15.4,6.1,18.1,14.1,0.6,1.97,1.09,0.339,1.4,0.3,2,0.593,0.308,1.177,15
Kentavious Caldwell-Pope,DET,82,32,50,31.5,12.7,38,27.4,1.4,2.15,1.5,0.335,0.9,0.1,1.3,0.645,0.167,0.762,15
Kobe Bryant,LAL,35,10,25,34.5,22.3,67,39.9,5.5,4.89,3.82,0.334,2.6,5.5,2.3,0.396,0.445,0.524,15
Amar'e Stoudemire,DAL,58,19,39,21.3,11.7,35.3,20.2,1.2,2.03,0.47,0.333,4.9,7,5.4,0.332,0.67,0.863,15
Kawhi Leonard,SAS,64,46,18,31.8,16.5,49.7,34.5,2.3,2.83,2.05,0.332,1.1,3.9,2.8,0.486,0.618,0.801,15
Jerome Jordan,BKN,44,17,27,8.7,3.1,9.5,6.4,0.2,1.47,0.33,0.33,1.7,0.3,2.5,0.253,0.615,0.73,15
James Johnson,TOR,70,40,30,19.6,7.9,24,15.8,1,2.51,1.84,0.329,0.7,1.1,1.7,0.787,0.622,0.959,15
Jonas Valanciunas,TOR,80,47,33,26.2,12,36.6,17.6,1.1,1.85,0.46,0.329,1.5,4.9,7.2,0.689,0.686,1.014,15
Dion Waiters,OKC,79,46,33,27.6,11.8,35.9,26.3,2,3.3,2.6,0.328,0.4,0.4,0.5,0.467,0.586,0.439,15
John Jenkins,ATL,24,13,11,12.4,5.6,17.1,13,0.5,1.85,1.04,0.328,0.3,0,0.3,1.125,0,1,15
Dwyane Wade,MIA,61,27,34,31.7,21.3,65.2,43.8,4.5,4.17,3.46,0.327,2.4,4.9,2.7,0.53,0.601,0.809,15
Ryan Anderson,NOP,61,33,28,27.5,13.7,41.8,27.6,1.2,1.79,0.65,0.327,1.8,2.7,2.9,0.3,0.685,0.831,15
Chris Bosh,MIA,44,19,25,35.4,21.1,64.7,46.4,2.3,2.18,0.63,0.326,7.3,5.5,3.7,0.453,0.688,0.907,15
Alexis Ajinca,NOP,68,41,27,14.1,6.5,20.1,12,0.6,1.86,0.53,0.325,3.6,1.7,3.9,0.37,0.772,0.751,15
JaVale McGee,DEN,23,8,15,11.1,4.6,14.2,6.9,0.3,1.37,0.28,0.324,1.3,1.3,3.2,0.448,0.414,1.122,15
Wesley Matthews,POR,60,41,19,33.7,15.9,49.1,35.5,1.7,2.08,1.17,0.324,0.5,3.6,1.5,0.469,0.546,0.663,15
Dirk Nowitzki,DAL,77,47,30,29.6,17.3,53.5,34.3,1.4,1.6,0.41,0.323,3.2,6.2,1.7,0.563,0.58,0.815,15
O.J. Mayo,MIL,70,38,32,23.9,11.2,34.7,26.1,1.3,2.22,1.58,0.323,1.3,0.4,0.8,0.477,0.355,0.86,15
Wayne Ellington,LAL,65,18,47,25.8,10,31,21.9,1.7,3.2,2.43,0.323,0.5,0,0.7,0.294,0.667,0.813,15
Ersan Ilyasova,MIL,57,25,32,22.9,11.7,36.4,21.4,0.8,1.3,0.37,0.322,1.4,0.5,3.7,0.405,0.586,0.9,15
Alonzo Gee,POR,54,21,33,12.2,4.5,14,10.6,0.5,2.11,1.31,0.32,0.4,0.1,1.3,0.429,0.571,0.886,15
Charlie Villanueva,DAL,64,37,27,10.6,6.3,19.7,11.3,0.4,1.31,0.34,0.32,0.4,0.5,0.7,0.76,0.818,0.83,15
Derrick Williams,SAC,74,27,47,19.8,8.3,26.1,16.2,0.9,2.04,0.99,0.32,0.7,0.5,2,0.698,0.353,0.907,15
Jabari Brown,LAL,19,4,15,29.9,11.9,37.3,25.4,2,3.28,2.69,0.32,0.5,0.1,0.4,1,0,0.857,15
CJ Wilcox,LAC,21,15,6,4.8,2,6.1,4.9,0.2,2.35,1.81,0.318,0,0,0.1,0,0,1,15
Evan Fournier,ORL,58,19,39,28.6,12,38,28.6,1.9,2.96,2.31,0.317,0.5,0.1,1,0.516,0.5,0.933,15
Jarnell Stokes,MEM,19,12,7,6.6,3,9.5,5.3,0.3,1.77,0.42,0.317,0.7,0.9,2.5,0.462,0.471,0.83,15
Jeff Green,MEM,78,41,37,31.5,15,47.2,35.1,1.9,2.39,1.25,0.317,0.9,2.8,2.2,0.479,0.649,0.929,15
Rasual Butler,WAS,75,39,36,20.1,7.7,24.4,18.8,0.8,1.92,0.88,0.317,0.8,0.3,0.7,0.712,0.4,0.902,15
Aron Baynes,SAS,70,49,21,16,6.6,20.9,13,0.5,1.46,0.33,0.315,2,1,4.8,0.416,0.522,0.845,15
Joel Anthony,DET,49,25,24,8.3,1.8,5.7,3.5,0.2,1.75,0.49,0.314,0.7,0.3,1.7,0.344,0,0.815,15
Russell Westbrook,OKC,67,40,27,34.4,28.1,89.6,29.3,8.1,5.44,5.01,0.314,1,1.4,2.2,0.725,0.598,0.676,15
Tobias Harris,ORL,68,20,48,34.8,17.1,54.6,34.6,2.1,2.29,1.28,0.314,1.4,2.7,2.9,0.777,0.6,1.061,15
Luol Deng,MIA,71,32,39,33.5,13.8,44.4,31.7,1.5,1.99,0.99,0.312,1.4,2.5,3.2,0.529,0.577,0.85,15
Kyle Korver,ATL,75,58,17,32.2,12.1,39,30.1,1,1.52,0.54,0.311,0.7,0,0.5,0.615,0,0.882,15
Tyler Zeller,BOS,82,40,42,21.1,10.2,32.6,21.5,0.9,1.62,0.51,0.311,3.2,1.8,6.1,0.51,0.568,0.912,15
Carl Landry,SAC,70,26,44,17,7.2,23.2,14.3,0.7,1.85,0.51,0.309,2.1,1.9,3.5,0.336,0.858,0.901,15
Greg Monroe,DET,69,25,44,31,15.9,51.4,32.3,1.9,2.23,0.77,0.309,4.4,11,6.7,0.461,0.536,0.875,15
Andrea Bargnani,NYK,29,5,24,27.1,14.8,48.1,35.1,1.5,1.93,0.44,0.308,6.7,5.3,3.8,0.622,0.471,0.775,15
Brandan Wright,PHX,75,37,38,19.3,7.3,23.6,13.5,0.6,1.53,0.41,0.308,3.6,0.5,5.1,0.447,0.6,0.982,15
Corey Brewer,HOU,79,42,37,26.1,11.4,36.9,26.1,1.4,2.25,1.55,0.308,1,0.2,2.4,0.704,0.467,0.754,15
LeBron James,CLE,68,50,18,36.1,25.2,81.9,43.6,6.5,4.75,3.92,0.308,1.9,3.6,2.3,0.638,0.459,0.981,15
Kenneth Faried,DEN,75,30,45,27.8,12.6,41,21.4,1.2,1.76,0.68,0.307,4.2,2.8,8.7,0.56,0.531,0.813,15
Troy Daniels,CHA,46,14,32,8.5,3.8,12.3,9.7,0.5,2.35,1.66,0.306,0.4,0,0.2,0.235,0,0.222,15
Ben McLemore,SAC,82,29,53,32.6,12.1,39.9,26.5,1.4,2.13,1.39,0.304,0.9,0,1.3,0.613,1.5,0.934,15
Jordan Adams,MEM,30,14,16,8.3,3.1,10.3,7.5,0.4,2.08,1.38,0.304,0.3,0,0.7,0.75,0,1.2,15
Eric Gordon,NOP,61,35,26,33.1,13.4,44.4,30.2,2.4,3.22,2.82,0.302,1.1,0.2,0.5,0.318,0,0.7,15
Khris Middleton,MIL,78,39,39,30.1,13.3,44.2,29.4,1.6,2.22,1.5,0.302,0.9,1.6,1.4,0.493,0.54,0.725,15
Michael Kidd-Gilchrist,CHA,55,27,28,28.9,10.9,36,24.6,1.3,2.13,1.3,0.302,1.2,0.2,2.6,0.537,0.364,0.676,15
Zach Randolph,MEM,71,51,20,32.4,16.1,53.5,34.8,1.8,2,0.77,0.301,2.7,12.7,8.2,0.289,0.529,0.858,15
CJ McCollum,POR,62,37,25,15.7,6.8,22.9,13,1.2,3.2,2.65,0.299,0.2,0,0.3,0.417,0,0.526,15
Robert Covington,PHI,70,18,52,27.9,13.5,45.1,32.6,1.6,2.07,0.94,0.299,0.6,0.1,1.6,0.372,0.2,0.85,15
Wilson Chandler,DEN,78,28,50,31.7,13.9,46.6,31.4,1.9,2.41,1.35,0.299,1,0.9,2.6,0.304,0.548,0.752,15
Dwight Howard,HOU,40,28,12,29.7,15.6,52.3,29.5,1.8,2.05,0.65,0.298,2.4,10.9,9.6,0.417,0.454,0.99,15
Jabari Parker,MIL,25,13,12,29.5,12.3,41.3,24.2,1.4,2.06,1.2,0.298,1.9,2.2,3.2,0.25,0.482,0.975,15
Jeffery Taylor,CHA,29,11,18,14.8,4.4,14.8,11.9,0.5,2.14,1.23,0.297,0.2,0,0.6,0.8,0,0.824,15
John Henson,MIL,66,34,32,18.3,7.1,23.8,15.3,0.6,1.58,0.43,0.297,3.3,1.8,6.5,0.399,0.458,0.698,15
Monta Ellis,DAL,80,50,30,33.7,18.9,63.8,40.4,3.5,3.34,2.63,0.297,2.1,0.3,1.2,0.323,0.857,0.52,15
Leandro Barbosa,GSW,66,54,12,14.9,7.1,24,18,1.1,2.63,2.05,0.295,0.5,0,0.7,0.824,0,0.826,15
Terrence Jones,HOU,33,24,9,27,11.7,39.8,22,1.3,1.93,0.9,0.294,2.3,2.1,6.3,0.519,0.662,0.908,15
KJ McDaniels,HOU,62,19,43,21.8,7.9,26.8,21.5,1.2,2.58,1.68,0.293,0.5,0.1,1.6,0.645,0.625,0.882,15
Stephen Curry,GSW,80,67,13,32.7,23.8,81,32.9,5.6,4.16,3.75,0.293,0.9,0.1,1.6,0.48,0.5,0.773,15
Brandon Bass,BOS,82,40,42,23.5,10.6,36.2,23.1,1.1,1.81,0.72,0.292,3.2,1.9,4.4,0.452,0.497,0.826,15
Markieff Morris,PHX,82,39,43,31.5,15.3,52.5,35.8,1.5,1.75,0.64,0.292,3.4,7.5,3.2,0.396,0.557,0.845,15
Wesley Johnson,LAL,76,20,56,29.5,9.9,33.9,25.7,1.1,1.9,0.81,0.292,0.9,0.5,1.6,0.778,0.757,0.893,15
Doug McDermott,CHI,36,23,13,8.9,3,10.4,8.4,0.3,1.81,0.92,0.291,0.2,0.1,0.3,1.286,0.667,1,15
Nikola Mirotic,CHI,82,50,32,20.2,10.2,34.9,20.5,1.1,1.93,0.79,0.291,0.6,1.2,2.2,0.74,0.72,0.855,15
